X,336,Sensor down tool 9 robot Ch1
X,337,
X,340,Sensor vaccum tool 7 robot Ch1
X,341,Sensor vaccum tool 8 robot Ch1
X,342,Sensor vaccum tool 9 robot Ch1
X,343,
X,344,
X,345,
X,346,
X,347,
X,350,
X,351,
X,352,
X,353,
X,354,
X,355,
X,356,
X,357,
X,360,
X,361,
X,362,
X,363,
X,364,
X,365,
X,366,
X,367,
X,370,
X,371,
X,372,
X,373,
X,374,
X,375,
X,376,
X,377,
X,400,SS Low Cyl In/Out Jig Ch1
X,401,SS Hight Cyl In/Out Jig Ch1
X,402,SS UnClamp 01 Cyl Clamp Jig Ch1
X,403,SS Clamp 01 Cyl Clamp Jig Ch1
X,404,SS UnClamp 02Cyl Clamp Jig Ch1
X,405,SS Clamp Cyl 02 Clamp Jig Ch1
X,406,Sensor Check Jig Ch1
X,407,SS Safety Front Side 01
X,410,SS Low Cyl Push Carriage
X,411,SS Hight Cyl Push Carriage
X,412,X166 SS Detect Collision
X,413,SS Low Cyl Clamp Magazine 01
X,414,SS Hight Cyl Clamp Magazine 01
X,415,SS Low Cyl Clamp Magazine 02
X,416,SS Hight Cyl Clamp Magazine 02
X,417,SS Check Product Out Zone 01
X,420,
X,421,
X,422,
X,423,
X,424,
X,425,
X,426,
X,427,
X,430,
X,431,
X,432,
X,433,
X,434,
X,435,
X,436,
X,437,
X,440,SS Check Product Out Zone 02
X,441,X207 SS Detect Carriage
X,442,X210 SS Check Stuck
X,443,X211 SS Low Cyl Up/Down  Carrigae
X,444,X212 SS Hight Cyl Up/Down  Carrigae
X,445,
X,446,
X,447,
X,450,Sensor up tool 10 robot Ch2
X,451,Sensor up tool 11 robot Ch2
X,452,Sensor up tool 12 robot Ch2
X,453,Sensor up tool 13 robot Ch2
X,454,Sensor up tool 14 robot Ch2
X,455,
X,456,
X,457,
X,460,Sensor down tool 10 robot Ch2
X,461,Sensor down tool 11 robot Ch2
X,462,Sensor down tool 12 robot Ch2
X,463,Sensor down tool 13 robot Ch2
X,464,Sensor down tool 14 robot Ch2
X,465,
X,466,
X,467,
X,470,Sensor vaccum tool 10 Robot Ch2
X,471,Sensor vaccum tool 11 Robot Ch2
X,472,Sensor vaccum tool 12 Robot Ch2
X,473,Sensor vaccum tool 13 Robot Ch2
X,474,Sensor vaccum tool 14 Robot Ch2
X,475,
X,476,
X,477,
X,500,SS Low Cyl In/Out Jig Ch2
X,501,SS Hight Cyl In/Out Jig Ch2
X,502,SS UnClamp 01 Cyl Clamp Jig Ch2
X,503,SS Clamp 01 Cyl Clamp Jig Ch2
X,504,SS UnClamp 02Cyl Clamp Jig Ch2
X,505,SS Clamp Cyl 02 Clamp Jig Ch2
X,506,Sensor Check Jig Ch2
X,507,SS Safety Front Side 02
X,510,
X,511,
X,512,
X,513,
X,514,
X,515,
X,516,
X,517,
X,520,
X,521,
X,522,
X,523,
X,524,
X,525,
X,526,
X,527,
X,530,
X,531,
X,532,
X,533,
X,534,
X,535,
X,536,
X,537,
X,540,Sensor vaccum tool 7 robot Ch2
X,541,Sensor vaccum tool 8 robot Ch2
X,542,Sensor vaccum tool 9 robot Ch2
X,543,
X,544,
X,545,
X,546,
X,547,
X,550,
X,551,
X,552,
X,553,
X,554,
X,555,
X,556,
X,557,
X,560,
X,561,
X,562,
X,563,
X,564,
X,565,
X,566,
X,567,
X,570,
X,571,
X,572,
X,573,
X,574,
X,575,
X,576,
X,577,
X,600,SS Low Cyl Hold Tray 01 Ch2
X,601,SS Hight Cyl Hold Tray 01 Ch2
X,602,SS Low Cyl Hold Tray 02 Ch2
X,603,SS Hight Cyl Hold Tray 02 Ch2
X,604,SS Low Cyl Hold Tray 03 Ch2
X,605,SS Hight Cyl Hold Tray 03 Ch2
X,606,SS Low Cyl Hold Tray 04 Ch2
X,607,SS Hight Cyl Hold Tray 04 Ch2
X,610,SS Low Cyl Split Tray 01 Ch2
X,611,SS Hight Cyl Split Tray 01 Ch2
X,612,SS Low Cyl Split Tray 02 Ch2
X,613,SS Hight Cyl Split Tray 02 Ch2
X,614,SS Low Cyl Up/Down Tray Ch2
X,615,SS Center Cyl Up/Down Tray Ch2
X,616,SS Hight Cyl Up/Down Tray Ch2
X,617,SS Check Input Tray 01 Ch2
X,620,
X,621,
X,622,
X,623,
X,624,
X,625,
X,626,
X,627,
X,630,
X,631,
X,632,
X,633,
X,634,
X,635,
X,636,
X,637,
X,640,SS Check Input Tray 02 Ch2
X,641,SS Check Empty Tray Ch2
X,642,SS Low Cyl Clamp Pull Tray 01 Ch2
X,643,SS Hight Cyl Clamp Pull Tray 01 Ch2
X,644,SS Low Cyl Clamp Pull Tray 02 Ch2
X,645,SS Hight Cyl Clamp Pull Tray 02 Ch2
X,646,SS Low Cyl  Center Tray Ch2
X,647,SS Hight Cyl  Center Tray Ch2
X,650,SS Detect Tray Ch2
X,651,SS Low Cyl Up/Down Out Tray Ch2
X,652,SS Hight Cyl Up/Down Out Tray Ch2
X,653,SS Check Out Tray 01 Ch2
X,654,SS Check Out Tray 02 Ch2
X,655,SS Check Full Out Tray Ch2
X,656,SS Safety Back Side 02
X,657,
X,660,
X,661,
X,662,
X,663,
X,664,
X,665,
X,666,
X,667,
X,670,
X,671,
X,672,
X,673,
X,674,
X,675,
X,676,
X,677,
X,700,Sensor vaccum tool 1 robot Ch2
X,701,Sensor vaccum tool 2 robot Ch2
X,702,Sensor vaccum tool 3 robot Ch2
X,703,Sensor vaccum tool 4 robot Ch2
X,704,Sensor vaccum tool 5 robot Ch2
X,705,Sensor vaccum tool 6 robot Ch2
X,706,Sensor vaccum frame robot Ch2
X,707,Sensor up tool 1 robot Ch2
X,710,Sensor up tool 2 robot Ch2
X,711,Sensor up tool 3 robot Ch2
X,712,Sensor up tool 4 robot Ch2
X,713,Sensor up tool 5 robot Ch2
X,714,Sensor up tool 6 robot Ch2
X,715,Sensor down tool 1 robot Ch2
X,716,Sensor down tool 2 robot Ch2
X,717,Sensor down tool 3 robot Ch2
X,720,Sensor down tool 4 robot Ch2
X,721,Sensor down tool 5 robot Ch2
X,722,Sensor down tool 6 robot Ch2
X,723,Signal ready from robot Ch2
X,724,Signal running from robot Ch2
X,725,Signal pause from robot Ch2
X,726,Signal error from robot Ch2
X,727,Sensor up frame robot Ch2
X,730,Sensor down frame robot Ch2
X,731,Sensor up tool 7 robot Ch2
X,732,Sensor up tool 8 robot Ch2
X,733,Sensor up tool 9 robot Ch2
X,734,Sensor down tool 7 robot Ch2
X,735,Sensor down tool 8 robot Ch2
X,736,Sensor down tool 9 robot Ch2
X,737,
X,740,Interlock from robot 1
X,741,
X,742,
X,743,
X,744,
X,745,
X,746,At home Ch1
X,747,
X,750,
X,751,Pick_Panel_Re Ch1
